,MANUFACTURE_YEAR,TAIL_NUM,NUMBER_OF_SEATS
997,1995,N907DA,158.0
998,1995,N937DN,158.0
999,1995,N946DN,158.0
1000,1995,N725FD,0.0
1001,1995,N721FD,0.0
1002,1995,N656FE,0.0
1003,1995,N657FE,0.0
1004,1995,N658FE,0.0
1005,1995,N659FE,0.0
1006,1995,N720FX,0.0
1007,1995,N721FX,0.0
1008,1995,N703FX,0.0
1009,1995,N705FX,0.0
1010,1995,N706FX,0.0
1011,1995,N707FX,0.0
1012,1995,N709FX,0.0
1013,1995,N710FX,0.0
1014,1995,N711FX,0.0
1015,1995,N712FX,0.0
1016,1995,N713FX,0.0
1017,1995,N715FX,0.0
1018,1995,N716FX,0.0
1019,1995,N717FX,0.0
1020,1995,N718FX,0.0
1021,1995,N719FX,0.0
1022,1995,N722FX,0.0
1023,1995,N723FX,0.0
1024,1995,N724FX,0.0
1025,1995,N725FX,0.0
1026,1995,N726FX,0.0
1027,1995,N727FX,0.0
1028,1995,N728FX,0.0
1029,1995,N729FX,0.0
1030,1995,N730FX,0.0
1031,1995,N731FX,0.0
1032,1995,N740FX,0.0
1033,1995,N741FX,0.0
1034,1995,CFEXW,0.0
1035,1995,N744FX,0.0
1036,1995,N745FX,0.0
1037,1995,N746FX,0.0
1038,1995,N616FE,0.0
1039,1995,N617FE,0.0
1040,1995,N968FD,0.0
1041,1995,N971FD,0.0
1042,1995,N660FE,0.0
1043,1995,N661FE,0.0
1044,1995,N663FE,0.0
1045,1995,N664FE,0.0
1046,1995,N739DH,0.0
1047,1995,N545JN,0.0
1048,1995,N546JN,0.0
1049,1995,N301KH,0.0
1050,1995,N302KH,0.0
1051,1995,N18112,169.0
1052,1995,N13113,169.0
1053,1995,N12114,169.0
1054,1995,N14115,169.0
1055,1995,N423UA,142.0
1056,1995,N424UA,142.0
1057,1995,N425UA,142.0
1058,1995,N426UA,142.0
1059,1995,N768UA,291.0
1060,1995,N769UA,291.0
1061,1995,N771UA,291.0
1062,1995,N772UA,291.0
1063,1995,N773UA,291.0
1064,1995,N775UA,291.0
1065,1995,N777UA,291.0
1066,1995,N422UA,142.0
1067,1995,N427UA,142.0
1068,1995,N428UA,142.0
1069,1995,N429UA,142.0
1070,1996,N378AX,272.0
1071,1996,N423AX,98.0
1072,1996,N710ET,8.0
1073,1996,N750EC,8.0
1074,1996,N252UP,0.0
1075,1996,N276UP,0.0
1076,1996,N306UP,0.0
1077,1996,N307UP,0.0
1078,1996,N308UP,0.0
1079,1996,N309UP,0.0
1080,1996,N310UP,0.0
1081,1996,N311UP,0.0
1082,1996,N312UP,0.0
1083,1996,N313UP,0.0
1084,1996,N314UP,0.0
1085,1996,N315UP,0.0
1086,1996,N391UP,0.0
1087,1996,N392UP,0.0
1088,1996,N456UP,0.0
1089,1996,N457UP,0.0
1090,1996,N458UP,0.0
1091,1996,N459UP,0.0
1092,1996,N460UP,0.0
1093,1996,N419MC,0.0
1094,1996,N1327A,269.0
1095,1996,N1399A,269.0
1096,1996,N1409A,269.0
1097,1996,N1427A,269.0
1098,1996,N1499A,269.0
1099,1996,N754CX,42.0
1100,1996,N309GT,0.0
1101,1996,N537US,199.0
1102,1996,N538US,199.0
1103,1996,N539US,199.0
1104,1996,N540US,199.0
1105,1996,N541US,199.0
1106,1996,N542US,199.0
1107,1996,N543US,199.0
1108,1996,N544US,199.0
1109,1996,N545US,199.0
1110,1996,N546US,199.0
1111,1996,N547US,199.0
1112,1996,N548US,199.0
1113,1996,N549US,199.0
1114,1996,N702TW,168.0
1115,1996,N703TW,168.0
1116,1996,N187DN,226.0
1117,1996,N188DN,226.0
1118,1996,N912DN,158.0
1119,1996,N913DN,158.0
1120,1996,N914DN,158.0
1121,1996,N915DN,158.0
1122,1996,N916DN,158.0
1123,1996,N917DN,158.0
1124,1996,N918DH,158.0
1125,1996,N929DN,158.0
1126,1996,N930DN,158.0
1127,1996,N934DN,158.0
1128,1996,N935DN,158.0
1129,1996,N936DN,158.0
1130,1996,N308EV,160.0
1131,1996,N309EV,160.0
1132,1996,N311EV,160.0
1133,1996,N312EV,160.0
1134,1996,N947DN,158.0
1135,1996,N953DN,158.0
1136,1996,N954DN,158.0
1137,1996,N662FE,0.0
1138,1996,N667FE,0.0
1139,1996,N668FE,0.0
1140,1996,N669FE,0.0
1141,1996,N747FX,0.0
1142,1996,N748FX,0.0
1143,1996,CFEXF,0.0
1144,1996,N750FX,0.0
1145,1996,N751FX,0.0
1146,1996,N752FX,0.0
1147,1996,N753FX,0.0
1148,1996,N754FX,0.0
1149,1996,N755FX,0.0
1150,1996,N756FX,0.0
1151,1996,CFEXO,0.0
1152,1996,CFEXB,0.0
1153,1996,N528FE,0.0
1154,1996,N573FE,0.0
1155,1996,N613FE,0.0
1156,1996,N615FE,0.0
1157,1996,N618FE,0.0
1158,1996,N619FE,0.0
1159,1996,N624FE,0.0
1160,1996,N625FE,0.0
1161,1996,N628FE,0.0
1162,1996,N797FD,0.0
1163,1996,N798FD,0.0
1164,1996,N799FD,0.0
1165,1996,N665FE,0.0
1166,1996,N284DH,0.0
1167,1996,N12116,169.0
1168,1996,N19117,169.0
1169,1996,N433UA,142.0
1170,1996,N434UA,142.0
1171,1996,N435UA,142.0
1172,1996,N436UA,142.0
1173,1996,N430UA,142.0
1174,1996,N431UA,142.0
1175,1996,N432UA,142.0
1176,1996,N774UA,291.0
1177,1996,N776UA,291.0
1178,1996,N778UA,291.0
1179,1996,N779UA,291.0
1180,1996,N780UA,291.0
1181,1996,N781UA,291.0
1182,1996,N805WA,152.0
1183,1997,N495AX,86.0
1184,1997,N946WT,10.0
1185,1997,N25CP,13.0
1186,1997,N575JD,9.0
1187,1997,N275UP,0.0
1188,1997,N280UP,0.0
1189,1997,N284UP,0.0
1190,1997,N316UP,0.0
1191,1997,N317UP,0.0
1192,1997,N318UP,0.0
1193,1997,N319UP,0.0
1194,1997,N320UP,0.0
1195,1997,N322UP,0.0
1196,1997,N323UP,0.0
1197,1997,N461UP,0.0
1198,1997,N462UP,0.0
1199,1997,N463UP,0.0
1200,1997,N464UP,0.0
1201,1997,N465UP,0.0
1202,1997,N466UP,0.0
1203,1997,N467UP,0.0
1204,1997,N468UP,0.0
1205,1997,N469UP,0.0
1206,1997,N470UP,0.0
1207,1997,N582UP,0.0
1208,1997,N471MC,0.0
1209,1997,N1381A,269.0
1210,1997,N1439A,269.0
1211,1997,N1487A,269.0
1212,1997,N307AZ,0.0
1213,1997,N1439A,0.0
1214,1997,N305GT,0.0
1215,1997,N9630A,140.0
1216,1997,N647AW,150.0
1217,1997,N9615W,140.0
1218,1997,N9616G,140.0
1219,1997,N9617R,140.0
1220,1997,N9618A,140.0
1221,1997,N9620D,140.0
1222,1997,N9619V,140.0
1223,1997,N704X,168.0
1224,1997,N705TW,168.0
1225,1997,N706TW,168.0
1226,1997,N707TW,168.0
1227,1997,N709TW,168.0
1228,1997,N710TW,168.0
1229,1997,N711ZX,168.0
1230,1997,N712TW,168.0
1231,1997,N713TW,168.0
1232,1997,N900PC,199.0
1233,1997,N189DN,226.0
1234,1997,N190DN,226.0
1235,1997,N191DN,226.0
1236,1997,N192DN,226.0
1237,1997,N193DN,226.0
1238,1997,N194DN,226.0
1239,1997,N195DN,226.0
1240,1997,N196DN,226.0
1241,1997,N197DN,226.0
1242,1997,N351NW,157.0
1243,1997,N919DN,158.0
1244,1997,N920DN,158.0
1245,1997,N921DN,158.0
1246,1997,N922DX,158.0
1247,1997,N931DN,158.0
1248,1997,N933DN,158.0
1249,1997,N940DN,158.0
1250,1997,N941DN,158.0
1251,1997,N942DN,158.0
1252,1997,N943DN,158.0
1253,1997,N944DN,158.0
1254,1997,N950DN,158.0
1255,1997,N951DN,158.0
1256,1997,N572FE,0.0
1257,1997,N951FD,0.0
1258,1997,N952FD,0.0
1259,1997,N953FD,0.0
1260,1997,N954FD,0.0
1261,1997,N965FD,0.0
1262,1997,N989FD,0.0
1263,1997,N986FD,0.0
1264,1997,N987FD,0.0
1265,1997,N969FD,0.0
1266,1997,N970FD,0.0
1267,1997,N670FE,0.0
1268,1997,N671FE,0.0
1269,1997,N672FE,0.0
1270,1997,N673FE,0.0
1271,1997,N674FE,0.0
1272,1997,N225NV,177.0
1273,1997,N226NV,177.0
1274,1997,N227NV,177.0
1275,1997,N228NV,177.0
1276,1997,N229NV,177.0
1277,1997,N700CK,0.0
1278,1997,N710CK,0.0
1279,1997,N492SW,50.0
1280,1997,N709S,100.0
1281,1997,N14118,169.0
1282,1997,N18119,169.0
1283,1997,N14120,169.0
1284,1997,N14121,169.0
1285,1997,N17122,169.0
1286,1997,N801UA,120.0
1287,1997,N802UA,120.0
1288,1997,N803UA,120.0
1289,1997,N804UA,120.0
1290,1997,N437UA,142.0
1291,1997,N438UA,142.0
1292,1997,N439UA,142.0
1293,1997,N440UA,142.0
1294,1997,N441UA,142.0
1295,1997,N589UA,170.0
1296,1997,N590UA,170.0
1297,1997,N782UA,267.0
1298,1997,N783UA,267.0
1299,1997,N784UA,267.0
1300,1997,N785UA,267.0
1301,1997,N786UA,267.0
1302,1997,N787UA,267.0
1303,1997,N788UA,267.0
1304,1997,N791UA,267.0
1305,1997,N792UA,267.0
1306,1997,N793UA,267.0
1307,1997,N794UA,267.0
1308,1997,N795UA,267.0
1309,1997,N197UA,373.0
1310,1997,N700GS,143.0
1311,1997,N701GS,143.0
1312,1997,N703SW,143.0
1313,1998,N798SW,143.0
1314,1998,N799SW,143.0
1315,1998,N808T,14.0
1316,1998,N793WF,10.0
1317,1998,N79EA,50.0
1318,1998,N324UP,0.0
1319,1998,N325UP,0.0
1320,1998,N326UP,0.0
1321,1998,N327UP,0.0
1322,1998,N328UP,0.0
1323,1998,N471UP,0.0
1324,1998,N472UP,0.0
1325,1998,N473UP,0.0
1326,1998,N408MC,0.0
1327,1998,N475MC,0.0
1328,1998,N477MC,0.0
1329,1998,N492MC,0.0
1330,1998,N493MC,0.0
1331,1998,N102UW,150.0
1332,1998,N649AW,150.0
1333,1998,N650AW,150.0
1334,1998,N651AW,150.0
1335,1998,N700UW,128.0
1336,1998,N701UW,128.0
1337,1998,N702UW,128.0
1338,1998,N703UW,128.0
1339,1998,N704US,128.0
1340,1998,N705UW,128.0
1341,1998,N801AW,128.0
1342,1998,N802AW,128.0
1343,1998,N803AW,128.0
1344,1998,N9622A,140.0
1345,1998,N9624T,140.0
1346,1998,N9625W,140.0
1347,1998,N9626F,140.0
1348,1998,N9628W,140.0
1349,1998,N9629H,140.0
1350,1998,N393AN,209.0
1351,1998,N392AN,209.0
1352,1998,N395AN,209.0
1353,1998,N371DA,160.0
1354,1998,N372DA,160.0
1355,1998,N373DA,160.0
1356,1998,N374DA,160.0
1357,1998,N375DA,160.0
1358,1998,N687DL,199.0
1359,1998,N688DL,199.0
1360,1998,N689DL,199.0
1361,1998,N690DL,199.0
1362,1998,N692DL,199.0
1363,1998,N693DL,199.0
1364,1998,N694DL,199.0
1365,1998,N695DL,199.0
1366,1998,N1200K,226.0
1367,1998,N1201P,226.0
1368,1998,N169DZ,226.0
1369,1998,N171DZ,226.0
1370,1998,N172DZ,226.0
1371,1998,N173DZ,226.0
1372,1998,N174DZ,226.0
1373,1998,N198DN,226.0
1374,1998,N199DN,226.0
1375,1998,N352NW,157.0
1376,1998,N353NW,157.0
1377,1998,N354NW,157.0
1378,1998,N355NW,157.0
1379,1998,N356NW,157.0
1380,1998,N357NW,157.0
1381,1998,N358NW,157.0
1382,1998,N359NW,157.0
1383,1998,N360NW,157.0
1384,1998,N361NW,157.0
1385,1998,N362NW,157.0
1386,1998,N363NW,157.0
1387,1998,N923DN,158.0
1388,1998,N924DN,158.0
1389,1998,N925DN,158.0
1390,1998,N926DH,158.0
1391,1998,N960DN,158.0
1392,1998,N962DN,158.0
1393,1998,N945DN,158.0
1394,1998,N529FE,0.0
1395,1998,N955FD,0.0
1396,1998,N956FD,0.0
1397,1998,N972FD,0.0
1398,1998,N675FE,0.0
1399,1998,N676FE,0.0
1400,1998,N677FE,0.0
1401,1998,N678FE,0.0
1402,1998,N679FE,0.0
1403,1998,N680FE,0.0
1404,1998,N488HA,123.0
1405,1998,N489HA,123.0
1406,1998,N745CK,0.0
1407,1998,N716CK,0.0
1408,1998,N606AE,50.0
1409,1998,N605AE,50.0
1410,1998,N607AE,50.0
1411,1998,N610AE,50.0
1412,1998,N629BR,50.0
1413,1998,N25705,124.0
1414,1998,N24706,124.0
1415,1998,N16709,124.0
1416,1998,N15710,124.0
1417,1998,N24715,124.0
1418,1998,N13716,124.0
1419,1998,N23707,124.0
1420,1998,N23708,124.0
1421,1998,N33714,124.0
1422,1998,N54711,124.0
1423,1998,N15712,124.0
1424,1998,N26210,154.0
1425,1998,N24211,154.0
1426,1998,N24212,154.0
1427,1998,N27213,154.0
1428,1998,N26215,154.0
1429,1998,N18220,154.0
1430,1998,N18223,154.0
1431,1998,N24224,154.0
1432,1998,N12225,154.0
1433,1998,N26226,154.0
1434,1998,N14214,154.0
1435,1998,N12216,154.0
1436,1998,N16217,154.0
1437,1998,N12218,154.0
1438,1998,N14219,154.0
1439,1998,N12221,154.0
1440,1998,N34222,154.0
1441,1998,N17126,169.0
1442,1998,N48127,169.0
1443,1998,N17128,169.0
1444,1998,N29129,169.0
1445,1998,N19130,169.0
1446,1998,N34131,169.0
1447,1998,N33132,169.0
1448,1998,N78002,276.0
1449,1998,N77006,276.0
1450,1998,N78001,276.0
1451,1998,N78003,276.0
1452,1998,N78004,276.0
1453,1998,N78005,276.0
1454,1998,N16701,124.0
1455,1998,N24702,124.0
1456,1998,N16703,124.0
1457,1998,N14704,124.0
1458,1998,N16713,124.0
1459,1998,N17133,169.0
1460,1998,N29124,169.0
1461,1998,N12125,169.0
1462,1998,N805UA,120.0
1463,1998,N806UA,120.0
1464,1998,N807UA,120.0
1465,1998,N808UA,120.0
1466,1998,N809UA,120.0
1467,1998,N810UA,120.0
1468,1998,N811UA,120.0
1469,1998,N812UA,120.0
1470,1998,N813UA,120.0
1471,1998,N814UA,120.0
1472,1998,N815UA,120.0
1473,1998,N816UA,120.0
1474,1998,N817UA,120.0
1475,1998,N818UA,120.0
1476,1998,N819UA,120.0
1477,1998,N820UA,120.0
1478,1998,N821UA,120.0
1479,1998,N822UA,120.0
1480,1998,N823UA,120.0
1481,1998,N442UA,142.0
1482,1998,N443UA,142.0
1483,1998,N444UA,142.0
1484,1998,N445UA,142.0
1485,1998,N446UA,142.0
1486,1998,N447UA,142.0
1487,1998,N448UA,142.0
1488,1998,N449UA,142.0
1489,1998,N451UA,142.0
1490,1998,N595UA,170.0
1491,1998,N596UA,170.0
1492,1998,N597UA,170.0
1493,1998,N664UA,198.0
1494,1998,N666UA,198.0
1495,1998,N667UA,198.0
1496,1998,N796UA,267.0
1497,1998,N797UA,267.0
1498,1998,N798UA,267.0
1499,1998,N799UA,267.0
1500,1998,N665UA,198.0
1501,1998,N107UA,373.0
1502,1998,N270WN,143.0
1503,1998,N271LV,143.0
1504,1998,N704SW,143.0
1505,1998,N705SW,143.0
1506,1998,N706SW,143.0
1507,1998,N707SA,143.0
1508,1998,N709SW,143.0
1509,1998,N710SW,143.0
1510,1998,N711HK,143.0
1511,1998,N712SW,143.0
1512,1998,N713SW,143.0
1513,1998,N714CB,143.0
1514,1998,N715SW,143.0
1515,1998,N716SW,143.0
1516,1998,N717SA,143.0
1517,1998,N718SW,143.0
1518,1998,N719SW,143.0
1519,1998,N720WN,143.0
1520,1998,N739GB,143.0
1521,1998,N740SW,143.0
1522,1998,N741SA,143.0
1523,1998,N742SW,143.0
1524,1998,N743SW,143.0
1525,1999,N441AX,98.0
1526,1999,N866AB,13.0
1527,1999,N850TR,13.0
1528,1999,N910CS,10.0
1529,1999,N737LE,16.0
1530,1999,N777KT,8.0
1531,1999,N829RA,13.0
1532,1999,N834BZ,16.0
1533,1999,N329UP,0.0
1534,1999,N330UP,0.0
1535,1999,N331UP,0.0
1536,1999,N474UP,0.0
1537,1999,N475UP,0.0
1538,1999,N263SG,0.0
1539,1999,N476MC,0.0
1540,1999,N480MC,0.0
1541,1999,N496MC,0.0
1542,1999,N497MC,0.0
1543,1999,N1013A,269.0
1544,1999,N1049A,269.0
1545,1999,N1093A,269.0
1546,1999,N1229A,269.0
1547,1999,N1049A,0.0
1548,1999,N654AW,150.0
1549,1999,N655AW,150.0
1550,1999,N656AW,150.0
1551,1999,N657AW,150.0
1552,1999,N968TW,140.0
1553,1999,N969TW,140.0
1554,1999,N970TW,140.0
1555,1999,N971TW,140.0
1556,1999,N972TW,140.0
1557,1999,N979TW,140.0
1558,1999,N980TW,140.0
1559,1999,N982TW,140.0
1560,1999,N983TW,140.0
1561,1999,N984TW,140.0
1562,1999,N103US,150.0
1563,1999,N104UW,150.0
1564,1999,N105UW,150.0
1565,1999,N112US,150.0
1566,1999,N652AW,150.0
1567,1999,N653AW,150.0
1568,1999,N658AW,150.0
1569,1999,N708UW,128.0
1570,1999,N709UW,128.0
1571,1999,N710UW,128.0
1572,1999,N711UW,128.0
1573,1999,N712US,128.0
1574,1999,N713UW,128.0
1575,1999,N714US,128.0
1576,1999,N715UW,128.0
1577,1999,N716UW,128.0
1578,1999,N717UW,128.0
1579,1999,N721UW,128.0
1580,1999,N722US,128.0
1581,1999,N723UW,128.0
1582,1999,N724UW,128.0
1583,1999,N725UW,128.0
1584,1999,N804AW,128.0
1585,1999,N805AW,128.0
1586,1999,N806AW,128.0
1587,1999,N807AW,128.0
1588,1999,N808AW,128.0
1589,1999,N809AW,128.0
1590,1999,N810AW,128.0
1591,1999,N924AN,160.0
1592,1999,N925AN,160.0
1593,1999,N961TW,140.0
1594,1999,N962TW,140.0
1595,1999,N963TW,140.0
1596,1999,N964TW,140.0
1597,1999,N965TW,140.0
1598,1999,N966TW,140.0
1599,1999,N967TW,140.0
1600,1999,N9677W,140.0
1601,1999,N9681B,140.0
1602,1999,N107US,150.0
1603,1999,N108UW,150.0
1604,1999,N109UW,150.0
1605,1999,N110UW,150.0
1606,1999,N111US,150.0
1607,1999,N114UW,150.0
1608,1999,N183AN,176.0
1609,1999,N184AN,176.0
1610,1999,N396AN,209.0
1611,1999,N397AN,209.0
1612,1999,N398AN,209.0
1613,1999,N399AN,209.0
1614,1999,N770AN,273.0
1615,1999,N771AN,273.0
1616,1999,N772AN,273.0
1617,1999,N773AN,273.0
1618,1999,N774AN,273.0
1619,1999,N775AN,273.0
1620,1999,N776AN,273.0
1621,1999,N777AN,273.0
1622,1999,N778AN,273.0
1623,1999,N779AN,273.0
1624,1999,N780AN,273.0
1625,1999,N901AN,160.0
1626,1999,N902AN,160.0
1627,1999,N903AN,160.0
1628,1999,N904AN,160.0
1629,1999,N905AN,160.0
1630,1999,N906AN,160.0
1631,1999,N907AN,160.0
1632,1999,N908AN,160.0
1633,1999,N909AN,160.0
1634,1999,N910AN,160.0
1635,1999,N912AN,160.0
1636,1999,N913AN,160.0
1637,1999,N914AN,160.0
1638,1999,N915AN,160.0
1639,1999,N916AN,160.0
1640,1999,N917AN,160.0
1641,1999,N918AN,160.0
1642,1999,N919AN,160.0
1643,1999,N920AN,160.0
1644,1999,N921AN,160.0
1645,1999,N922AN,160.0
1646,1999,N923AN,160.0
1647,1999,N181AN,184.0
1648,1999,N182AN,182.0
1649,1999,N978TW,140.0
1650,1999,N607AS,120.0
1651,1999,N609AS,120.0
1652,1999,N611AS,120.0
1653,1999,N612AS,120.0
1654,1999,N613AS,120.0
1655,1999,N614AS,120.0
1656,1999,N503JB,150.0
1657,1999,N504JB,150.0
1658,1999,N936AT,110.0
1659,1999,N940AT,110.0
1660,1999,N942AT,110.0
1661,1999,N943AT,110.0
1662,1999,N944AT,110.0
1663,1999,N945AT,110.0
1664,1999,N946AT,110.0
1665,1999,N947AT,110.0
1666,1999,N948AT,110.0
1667,1999,N949AT,110.0
1668,1999,N376DA,160.0
1669,1999,N377DA,160.0
1670,1999,N378DA,160.0
1671,1999,N379DA,160.0
1672,1999,N380DA,160.0
1673,1999,N381DN,160.0
1674,1999,N382DA,160.0
1675,1999,N383DN,160.0
1676,1999,N384DA,160.0
1677,1999,N385DN,160.0
1678,1999,N386DA,160.0
1679,1999,N6700,199.0
1680,1999,N6701,199.0
1681,1999,N6702,199.0
1682,1999,N696DL,199.0
1683,1999,N697DL,199.0
1684,1999,N698DL,199.0
1685,1999,N699DL,199.0
1686,1999,N717TW,168.0
1687,1999,N718TW,168.0
1688,1999,N721TW,168.0
1689,1999,N722TW,168.0
1690,1999,N727TW,168.0
1691,1999,N1602,226.0
1692,1999,N1603,226.0
1693,1999,N1604R,226.0
1694,1999,N1605,226.0
1695,1999,N16065,226.0
1696,1999,N175DZ,226.0
1697,1999,N176DZ,226.0
1698,1999,N177DZ,226.0
1699,1999,N860DA,291.0
1700,1999,N861DA,291.0
1701,1999,N862DA,291.0
1702,1999,N863DA,291.0
1703,1999,N864DA,291.0
1704,1999,N865DA,291.0
1705,1999,N866DA,291.0
1706,1999,N301NB,132.0
1707,1999,N302NB,132.0
1708,1999,N364NW,157.0
1709,1999,N365NW,157.0
1710,1999,N366NW,157.0
1711,1999,N367NW,157.0
1712,1999,N368NW,157.0
1713,1999,N369NW,157.0
1714,1999,N370NW,157.0
1715,1999,N927DN,158.0
1716,1999,N928DN,158.0
1717,1999,N963DN,158.0
1718,1999,N781CA,50.0
1719,1999,N681FE,0.0
1720,1999,N682FE,0.0
1721,1999,N683FE,0.0
1722,1999,N684FE,0.0
1723,1999,N685FE,0.0
1724,1999,N686FE,0.0
1725,1999,N620FE,0.0
1726,1999,N621FE,0.0
1727,1999,N623FE,0.0
1728,1999,N235NV,177.0
1729,1999,N799JN,0.0
1730,1999,N303KH,0.0
1731,1999,N594SW,50.0
1732,1999,N779CA,50.0
1733,1999,N781CA,50.0
1734,1999,N783CA,50.0
1735,1999,N498MC,0.0
1736,1999,N29717,124.0
1737,1999,N13718,124.0
1738,1999,N17719,124.0
1739,1999,N13720,124.0
1740,1999,N23721,124.0
1741,1999,N27722,124.0
1742,1999,N21723,124.0
1743,1999,N24729,124.0
1744,1999,N16732,124.0
1745,1999,N27734,124.0
1746,1999,N14735,124.0
1747,1999,N24736,124.0
1748,1999,N15751,124.0
1749,1999,N17752,124.0
1750,1999,N14731,124.0
1751,1999,N27733,124.0
1752,1999,N39728,124.0
1753,1999,N25201,154.0
1754,1999,N13227,154.0
1755,1999,N14228,154.0
1756,1999,N26232,154.0
1757,1999,N14235,154.0
1758,1999,N35236,154.0
1759,1999,N14240,154.0
1760,1999,N18243,154.0
1761,1999,N27246,154.0
1762,1999,N14249,154.0
1763,1999,N14250,154.0
1764,1999,N16234,154.0
1765,1999,N14237,154.0
1766,1999,N17245,154.0
1767,1999,N67134,169.0
1768,1999,N41135,169.0
1769,1999,N19136,169.0
1770,1999,N34137,169.0
1771,1999,N13138,169.0
1772,1999,N78009,276.0
1773,1999,N79011,276.0
1774,1999,N78013,276.0
1775,1999,N74007,276.0
1776,1999,N78008,276.0
1777,1999,N27724,124.0
1778,1999,N39726,124.0
1779,1999,N38727,124.0
1780,1999,N17730,124.0
1781,1999,N13750,124.0
1782,1999,N17229,154.0
1783,1999,N14230,154.0
1784,1999,N14231,154.0
1785,1999,N17233,154.0
1786,1999,N12238,154.0
1787,1999,N27239,154.0
1788,1999,N54241,154.0
1789,1999,N14242,154.0
1790,1999,N17244,154.0
1791,1999,N36247,154.0
1792,1999,N13248,154.0
1793,1999,N76010,276.0
1794,1999,N77012,276.0
1795,1999,N77014,276.0
1796,1999,N824UA,120.0
1797,1999,N825UA,120.0
1798,1999,N826UA,120.0
1799,1999,N827UA,120.0
1800,1999,N828UA,120.0
1801,1999,N452UA,142.0
1802,1999,N453UA,142.0
1803,1999,N454UA,142.0
1804,1999,N455UA,142.0
1805,1999,N456UA,142.0
1806,1999,N457UA,142.0
1807,1999,N598UA,170.0
1808,1999,N668UA,198.0
1809,1999,N669UA,198.0
1810,1999,N670UA,198.0
1811,1999,N671UA,198.0
1812,1999,N672UA,198.0
1813,1999,N204UA,267.0
1814,1999,N206UA,267.0
1815,1999,N209UA,267.0
1816,1999,N120UA,373.0
1817,1999,N122UA,373.0
1818,1999,N723SW,143.0
1819,1999,N724SW,143.0
1820,1999,N725SW,143.0
1821,1999,N726SW,143.0
1822,1999,N727SW,143.0
1823,1999,N728SW,143.0
1824,1999,N729SW,143.0
1825,1999,N730SW,143.0
1826,1999,N731SA,143.0
1827,1999,N732SW,143.0
1828,1999,N733SA,143.0
1829,1999,N734SA,143.0
1830,1999,N735SA,143.0
1831,1999,N736SA,143.0
1832,1999,N737JW,143.0
1833,1999,N738CB,143.0
1834,1999,N744SW,143.0
1835,1999,N745SW,143.0
1836,1999,N746SW,143.0
1837,1999,N747SA,143.0
1838,1999,N748SW,143.0
1839,1999,N749SW,143.0
1840,1999,N750SA,143.0
1841,1999,N751SW,143.0
1842,1999,N752SW,143.0
1843,1999,N754SW,143.0
1844,1999,N755SA,143.0
1845,1999,N756SA,143.0
1846,1999,N757LV,143.0
1847,1999,N758SW,143.0
1848,1999,N7816B,143.0
1849,1999,N7818L,143.0
1850,1999,N7830A,143.0
1851,1999,N7836A,143.0
1852,2000,N792SW,143.0
1853,2000,N7838A,143.0
1854,2000,N7840A,143.0
1855,2000,N7842A,143.0
1856,2000,N353VA,14.0
1857,2000,N616RR,13.0
1858,2000,N648RR,9.0
1859,2000,N35BP,9.0
1860,2000,N120UP,0.0
1861,2000,N121UP,0.0
1862,2000,N122UP,0.0
1863,2000,N124UP,0.0
1864,2000,N125UP,0.0
1865,2000,N126UP,0.0
1866,2000,N127UP,0.0
1867,2000,N322SG,0.0
1868,2000,N409MC,0.0
1869,2000,N412MC,0.0
1870,2000,N485MC,0.0
1871,2000,N499MC,0.0
1872,2000,N8390A,50.0
1873,2000,N8409N,50.0
1874,2000,N8412F,50.0
1875,2000,N8416B,50.0
1876,2000,N8432A,50.0
1877,2000,N8458A,50.0
1878,2000,N784AN,273.0
1879,2000,N117UW,150.0
1880,2000,N118US,150.0
1881,2000,N119US,150.0
1882,2000,N121UW,150.0
1883,2000,N122US,150.0
1884,2000,N123UW,150.0
1885,2000,N124US,150.0
1886,2000,N272AY,291.0
1887,2000,N273AY,291.0
1888,2000,N274AY,291.0
1889,2000,N275AY,291.0
1890,2000,N604AW,150.0
1891,2000,N659AW,150.0
1892,2000,N660AW,150.0
1893,2000,N661AW,150.0
1894,2000,N662AW,150.0
1895,2000,N737US,128.0
1896,2000,N738US,128.0
1897,2000,N740UW,128.0
1898,2000,N741UW,128.0
1899,2000,N742PS,128.0
1900,2000,N744P,128.0
1901,2000,N745VJ,128.0
1902,2000,N746UW,128.0
1903,2000,N747UW,128.0
1904,2000,N748UW,128.0
1905,2000,N749US,128.0
1906,2000,N750UW,128.0
1907,2000,N751UW,128.0
1908,2000,N752US,128.0
1909,2000,N753US,128.0
1910,2000,N754UW,128.0
1911,2000,N755US,128.0
1912,2000,N756US,128.0
1913,2000,N757UW,128.0
1914,2000,N758US,128.0
1915,2000,N760US,128.0
1916,2000,N762US,128.0
1917,2000,N763US,128.0
1918,2000,N764US,128.0
1919,2000,N765US,128.0
1920,2000,N766US,128.0
1921,2000,N767UW,128.0
1922,2000,N768US,128.0
1923,2000,N769US,128.0
1924,2000,N770UW,128.0
1925,2000,N812AW,128.0
1926,2000,N813AW,128.0
1927,2000,N814AW,128.0
1928,2000,N815AW,128.0
1929,2000,N816AW,128.0
1930,2000,N817AW,128.0
1931,2000,N818AW,128.0
1932,2000,N819AW,128.0
1933,2000,N820AW,128.0
1934,2000,N821AW,128.0
1935,2000,N822AW,128.0
1936,2000,N938AN,160.0
1937,2000,N939AN,160.0
