,MANUFACTURE_YEAR,TAIL_NUM,NUMBER_OF_SEATS
7188,2019,N107DU,109.0
7189,2019,N108DQ,109.0
7190,2019,N109DU,109.0
7191,2019,N110DU,109.0
7192,2019,N111NG,109.0
7193,2019,N112DU,109.0
7194,2019,N113DQ,109.0
7195,2019,N114DU,109.0
7196,2019,N115DU,109.0
7197,2019,N116DU,109.0
7198,2019,N117DU,109.0
7199,2019,N118DU,109.0
7200,2019,N119DU,109.0
7201,2019,N120DU,109.0
7202,2019,N121DU,109.0
7203,2019,N122DU,109.0
7204,2019,N123DQ,109.0
7205,2019,N124DU,109.0
7206,2019,N125DU,109.0
7207,2019,N126DU,109.0
7208,2019,N127DU,109.0
7209,2019,N128DU,109.0
7210,2019,N366DX,191.0
7211,2019,N367DN,191.0
7212,2019,N368DN,191.0
7213,2019,N369DN,191.0
7214,2019,N370DN,191.0
7215,2019,N371DN,191.0
7216,2019,N372DN,191.0
7217,2019,N373DX,191.0
7218,2019,N374DX,191.0
7219,2019,N375DN,191.0
7220,2019,N376DN,191.0
7221,2019,N377DN,191.0
7222,2019,N378DN,191.0
7223,2019,N379DN,191.0
7224,2019,N380DN,191.0
7225,2019,N381DZ,191.0
7226,2019,N382DN,191.0
7227,2019,N383DZ,191.0
7228,2019,N384DN,191.0
7229,2019,N385DZ,191.0
7230,2019,N386DN,191.0
7231,2019,N387DN,191.0
7232,2019,N388DN,191.0
7233,2019,N390DN,191.0
7234,2019,N391DN,191.0
7235,2019,N392DN,191.0
7236,2019,N393DN,191.0
7237,2019,N394DX,191.0
7238,2019,N395DZ,191.0
7239,2019,N396DN,191.0
7240,2019,N397DN,191.0
7241,2019,N401DZ,281.0
7242,2019,N402DX,281.0
7243,2019,N403DX,281.0
7244,2019,N404DX,281.0
7245,2019,N512DN,306.0
7246,2019,N513DZ,306.0
7247,2019,N601UX,70.0
7248,2019,N602UX,70.0
7249,2019,N603UX,70.0
7250,2019,N604UX,70.0
7251,2019,N606UX,70.0
7252,2019,N607UX,70.0
7253,2019,N608UX,70.0
7254,2019,N609UX,70.0
7255,2019,N610UX,70.0
7256,2019,N611UX,70.0
7257,2019,N612UX,70.0
7258,2019,N613UX,70.0
7259,2019,N614UX,70.0
7260,2019,N615UX,70.0
7261,2019,N616UX,70.0
7262,2019,N617UX,70.0
7263,2019,N618UX,70.0
7264,2019,N619UX,70.0
7265,2019,N620UX,70.0
7266,2019,N621UX,70.0
7267,2019,N622UX,70.0
7268,2019,N623UX,70.0
7269,2019,N624UX,70.0
7270,2019,N625UX,70.0
7271,2019,N346FR,186.0
7272,2019,N349FR,186.0
7273,2019,N347FR,186.0
7274,2019,N348FR,186.0
7275,2019,N350FR,186.0
7276,2019,N351FR,186.0
7277,2019,N352FR,186.0
7278,2019,N353FR,186.0
7279,2019,N354FR,186.0
7280,2019,N356FR,186.0
7281,2019,N358FR,186.0
7282,2019,N359FR,186.0
7283,2019,N360FR,186.0
7284,2019,N361FR,186.0
7285,2019,N362FR,186.0
7286,2019,N363FR,186.0
7287,2019,N364FR,186.0
7288,2019,N365FR,186.0
7289,2019,N180FE,0.0
7290,2019,N136FE,0.0
7291,2019,N182FE,0.0
7292,2019,N176FE,0.0
7293,2019,N178FE,0.0
7294,2019,N119FE,0.0
7295,2019,N179FE,0.0
7296,2019,N181FE,0.0
7297,2019,N296FE,0.0
7298,2019,N175FE,0.0
7299,2019,N177FE,0.0
7300,2019,N172FE,0.0
7301,2019,N105FE,0.0
7302,2019,N173FE,0.0
7303,2019,N174FE,0.0
7304,2019,N894FD,0.0
7305,2019,N865FD,0.0
7306,2019,N893FD,0.0
7307,2019,N866FD,0.0
7308,2019,N860FD,0.0
7309,2019,N876FD,0.0
7310,2019,N896FD,0.0
7311,2019,N276NV,186.0
7312,2019,N220HA,189.0
7313,2019,N223HA,189.0
7314,2019,N226HA,189.0
7315,2019,N227HA,189.0
7316,2019,N228HA,189.0
7317,2019,N269NN,76.0
7318,2019,N270NN,76.0
7319,2019,N271NN,76.0
7320,2019,N272NN,76.0
7321,2019,N273NN,76.0
7322,2019,N274NN,76.0
7323,2019,N275NN,76.0
7324,2019,N276NN,76.0
7325,2019,N277NN,76.0
7326,2019,N278NN,76.0
7327,2019,N279MQ,76.0
7328,2019,N280NN,76.0
7329,2019,N281NN,76.0
7330,2019,N282NN,76.0
7331,2019,N283NN,76.0
7332,2019,N284JN,76.0
7333,2019,N285NN,76.0
7334,2019,N286NN,76.0
7335,2019,N287NN,76.0
7336,2019,N288NN,76.0
7337,2019,N289MW,76.0
7338,2019,N907NK,182.0
7339,2019,N695NK,182.0
7340,2019,N696NK,182.0
7341,2019,N916NK,182.0
7342,2019,N918NK,182.0
7343,2019,N917NK,182.0
7344,2019,N921NK,182.0
7345,2019,N919NK,182.0
7346,2019,N920NK,182.0
7347,2019,N923NK,182.0
7348,2019,N922NK,182.0
7349,2019,N601EN,90.0
7350,2019,N603NN,90.0
7351,2019,N602NN,90.0
7352,2019,N604NN,90.0
7353,2019,N605NN,90.0
7354,2019,N606NN,90.0
7355,2019,N607NN,90.0
7356,2019,N608NN,90.0
7357,2019,N609NN,90.0
7358,2019,N610NN,90.0
7359,2019,N612NN,90.0
7360,2019,N611NN,90.0
7361,2019,N832SK,76.0
7362,2019,N833SK,76.0
7363,2019,N834SK,76.0
7364,2019,N836SK,76.0
7365,2019,N837SK,76.0
7366,2019,N838SK,76.0
7367,2019,N839SK,76.0
7368,2019,N648QX,76.0
7369,2019,N649QX,76.0
7370,2019,N650QX,76.0
7371,2019,N651QX,76.0
7372,2019,N37510,179.0
7373,2019,N37513,179.0
7374,2019,N47512,179.0
7375,2019,N12004,337.0
7376,2019,N12005,337.0
7377,2019,N12006,337.0
7378,2019,N14011,337.0
7379,2019,N16008,337.0
7380,2019,N16009,337.0
7381,2019,N2250U,276.0
7382,2019,N2749U,276.0
